,Resource,Section,Number,Color,Tag1,Tag2,Topic,Question
233,Blue,-,234,Blue,Student Workload,Study Intensity,"Work, Career, and Professional Development","Do you agree or disagree with the following question. In order to stay happy, you must have a job that you love doing. "
234,Blue,-,235,Blue,Fashion Trends,Dressing Style,"Recreation, Leisure, and Creative Pursuits",Some people prefer to have classes during the day and do part-time jobs in the evening while others prefer to have classes in the evening and do part-time jobs during the day. Which do you prefer?
235,Blue,-,236,Blue,Housing Preferences,Old vs. New Buildings,Lifestyle,Do you agree or disagree with the following statement? Power and money is the symbol of success.
236,Blue,-,237,Blue,Professional Respect,Creative Careers,Social Issues,Some people like get a job during summer vacation. Others think it is better to take a class. Which do you prefer and why?
237,Blue,-,238,Blue,Reading Preferences,Physical vs. Digital,Lifestyle,Do you agree or disagree with the following statement? The most important lessons cannot be learned in classrooms.
238,Blue,-,239,Blue,Study Abroad,Living Arrangements,Education,Do you agree or disagree with the following statement? College education should only be available to people who have done well in secondary school.
239,Blue,-,240,Black,Study Environment,Music Preferences,"Recreation, Leisure, and Creative Pursuits",Do you like to be taught by experienced teachers or by new teachers?
240,Blue,-,241,Blue,Higher Education,Curriculum Development,Education,Do you agree or disagree with the following statement? It is good for students to attend a university or college in a foreign country. Explain why.
241,Blue,-,242,Blue,Work Preferences,Child Assistance,Lifestyle,Some people prefer to make decisions quickly. Others prefer to take their time. Which do you prefer and why? Use specific reasons and examples to support your response.
242,Blue,-,243,Blue,Television Viewing,Sports Programs,"Recreation, Leisure, and Creative Pursuits","Some people prefer to be a leader in a group project, while others prefer to be a supporting member in a group project. Which do you prefer and why? Use examples and details in your explanation. "
243,Blue,-,244,Blue,Activity Preferences,Outdoor vs. Indoor,Social Issues,Some people prefer to do one job or project at one time. Other people prefer to do several jobs or projects at the same time. Which do you prefer and why?
244,Blue,-,245,Blue,Community Service,School Requirements,Social Issues,Do you agree or disagree with the following statement? Personality changes as one grows older.
245,Blue,-,246,Blue,School Resources,Success Factors,Education,Do you agree or disagree with the following statement? Children should be required to help with household tasks as soon as they are old enough to do so. Use specific reasons and examples to support your answer.
246,Blue,-,247,Black,Computer Use,Early Education,Education,"What do you think is the most important quality of a working environment: good leaders, good colleagues, or flexible time? "
247,Blue,-,248,Blue,Urban vs Rural Living,Housing Choices,Technology and Innovation,Do you agree or disagree? Cell phone has changed our lives greatly.
248,Blue,-,249,Blue,Collecting Habits,Material Preferences,Education,"Some people like to spend their spare time with friends, some people like to spend it alone. Which one do you prefer? "
249,Blue,-,250,Blue,Reading Preferences,Paper vs. Audio,Education,"If you were to become a volunteer at the school or in the community, what kind of volunteer work would you do and why? "
250,Blue,-,251,Blue,Museum Visits,Educational Encouragement,Education,Do you agree or disagree with the following statement? Artists and musicians are important to our society.
251,Blue,-,252,Blue,Living Preferences,Location Choices,"Recreation, Leisure, and Creative Pursuits",Some students take notes very often during class. Other students do not take notes or rarely take notes. Which do you think is better?
252,Blue,-,253,Blue,Study Methods,Lecture vs. Self-study,Education,Watching TV is not a good use of time. Do you agree or disagree?
253,Blue,-,254,Blue,Workplace Dress Code,Suit Requirement,"Work, Career, and Professional Development",Do you agree or disagree with the following statement? What a person wears can show his or her personality.
254,Blue,-,255,Blue,Urban vs Rural Living,Housing Choices,Social Issues,"Do you prefer to listen to live music like concert, or do you prefer to listen to recorded music? "
255,Blue,-,256,Blue,Housing Choices,Size vs. Proximity,Financial Management and Economics,Do you prefer to learn from current people and events or from people and events in the past?
256,Blue,-,257,Blue,Subject Interests,Learning Desires,Education,"Do you like to go to one place and stay there for a long time for your vacation, or different places and spend little time at each place? "
257,Blue,-,258,Black,Urban vs Rural Living,Housing Choices,"Media, Communication, and Information","Choose ONE of the forms of the technology in the list and tell why it has great impact on people's lives in your country? Airplane, computer or television. Use specific reasons and examples to support your response. "
258,Blue,-,259,Blue,Community Service,Volunteer Choices,Social Issues,Which is better for children: to grow up in a big city or to grow up in a small town?
259,Blue,-,260,Blue,Residential Preferences,Noise vs. Convenience,Social Issues,Some people like to watch or listen to news every day while others do that occasionally. Which do you prefer and why? Use specific reasons and examples to illustrate your point.
260,Blue,-,261,Blue,Textbook Formats,Online vs. Paper,Education,"Do you prefer to have fast food in a fast-food restaurant, or do you prefer to have food in other kinds of places? "
261,Blue,-,262,Blue,Shopping Bag Policy,Environmental Impact,Environmental Sustainability and Conservation,Some students prefer to take an essay question where they must write an essay to a question. Other students prefer to take a test with objective/multiple-choice questions. Which type of exam question do you prefer? Give reasons and examples in your explanation.
262,Blue,-,263,Blue,Assignment Types,Group vs. Individual,Education,Do you agree or disagree with the following statement? People who are 18 years old are not mature enough to vote.
263,Blue,-,264,Black,Exam Settings,In-class vs. At Home,Education,Are you willing to carefully choose the gift which your friends like or choose whatever you like?
264,Blue,-,265,Black,Relocation for Work or Study,New City Opportunities,Social Issues,"Among the following three types of books, which do you like the least?  mystery novel  science fiction  biography "
265,Blue,-,266,Black,Reading Requirements,School Breaks,Education,Do you like to travel alone or travel with your family members? Explain why.
266,Blue,-,267,Blue,Recreational Activities,Psychological Effects,Education,Do you agree or disagree with the following statement? Playing computer or video games has a negative influence on teenagers.
267,Blue,-,268,Black,Free Time,Academic vs. Social Activities,Education,Some college students like to spend their free time studying another course or doing schoolwork. Others like to join a club and enjoy club activities. Which do you think is better and why?
268,Blue,-,269,Blue,Higher Education,Curriculum Development,Education,Do you agree or disagree with the following statement? University students should learn how to manage their time more efficiently.
269,Blue,-,270,Black,Learning Environments,Online vs. Classroom,Education,Some people think it is better for students to study in a class. Others think that it is better for students to study on the Internet. Which do you think is better and why?
270,Blue,-,271,Blue,University Choices,Hometown vs. New Locations,Education,Some students prefer to go to universities or colleges in their hometown. Others prefer to go to universities or colleges in new cities or towns. Which do you prefer and why? Include details and examples in your explanation.
271,Blue,-,272,Blue,Course Selection,Career Focus vs. Diversity,Education,"Do you prefer to take courses related to a specific career, or do you prefer to take a variety of courses? "
272,Blue,-,273,Blue,Financial Management,Borrowing vs. Saving,Education,Some people would borrow money to buy things they need. Others would save up money until they can afford it. Which would you prefer and why?
273,Blue,-,274,Blue,Career Planning,Timing,"Work, Career, and Professional Development","Should students start to plan their career before entering college, or should they do so until they have entered college and studied for a period of time? "
274,Blue,-,275,Blue,Internet Influence,Technology Role,Education,Do you agree or disagree with the following statement? The Internet plays an important role in your life. Use specific examples and details to support your answer.
275,Blue,-,276,Blue,Academic Effort,Generational Differences,Technology and Innovation,Do you agree or disagree with the following statement?Students nowadays work harder in their study than students in the past.
276,Blue,-,277,Blue,Fashion Trends,Personal Style,Education,Do you agree or disagree with this statement? People should dress according to the latest fashion.
277,Blue,-,278,Blue,Urban vs Rural Living,Housing Choices,Lifestyle,"Given the choice, many people would prefer to live in an older or more historic building or house. Others would prefer to live in a more modern building or house. Which would you prefer, and why? "
278,Blue,-,279,Black,Creative Professions,Respect and Appreciation,Social Issues,"Among the following three professions, which do you respect the most: photographers, musicians, painters? Explain why. "
279,Blue,-,280,Blue,Reading Preferences,Digital vs. Physical,Lifestyle," Which do you prefer, reading paper books or reading electronic books? Explain why. "
280,Blue,-,281,Blue,Urban vs Rural Living,Housing Choices,Education,Some students prefer to live alone or live with their friends when they study abroad. Other students prefer to live with a local family when they study abroad. Which way do you prefer and why?
281,Blue,-,282,Blue,Study Environment,Music vs. Quiet,Education,Some people prefer to listen to music while they are studying or working. Others prefer to stay in a quiet place while they are studying or working. Which way do you prefer and why? Include reasons and details in your response.
282,Blue,-,283,Blue,Urban vs Rural Living,Housing Choices,Health and Well-being,Some people like to move about and live in different places. Others like to stay at one place all their lives. Which do you prefer and why?
283,Blue,-,284,Black,Volunteer Work,Types of Community Service,Education,"Among the following three types of work, which would you enjoy doing the most?  helping children with communication problems  doing community work  growing plants in the garden "
284,Blue,-,285,Blue,Media Consumption,Sports Viewing,Environmental Sustainability and Conservation,Do you agree or disagree with the following statement? Watching sports programs on television is not a good use of time.
285,Blue,-,286,Blue,Activity Preferences,Outdoor vs. Indoor,"Recreation, Leisure, and Creative Pursuits",Some people prefer outdoor activities such as basketball. Others prefer indoor activities such as yoga. Which would you prefer and why?
286,Blue,-,287,Blue,Community Service,School Requirements,Social Issues,Many schools require their students to complete at least 40 hours of community service. Do you agree or disagree with this requirement? Use specific details and examples to support your opinion.
287,Blue,-,288,Blue,School Resources,Educational Success,Education,Do you agree or disagree with the following statement? The success of a school largely depends on the resources it has such as textbooks and journals.
288,Blue,-,289,Blue,Technology in Education,Early Exposure,Technology and Innovation,Do you agree or disagree with the following statement? Teachers should encourage students to start using computers from primary school. Give details and examples to support your response.
289,Blue,-,290,Blue,Academic Policies,Late Assignments,Education,Do you agree or disagree that assignments handed in after the deadline should receive a lower score?
290,Blue,-,291,Blue,Material Conservation,Collecting vs. Discarding,Education,Some people like to collect old things such as newspapers.Others throw things away after they have used them. Which do you prefer and why?
291,Blue,-,292,Blue,Reading Formats,Paper vs. Audio,Environmental Sustainability and Conservation,Some people like to reading paper books while other like to listen to audio books. Which do you prefer and why?
292,Blue,-,293,Blue,Cultural Engagement,Museum Visits,Education,People should be encouraged to visit science and art museums. Do you agree or disagree?
293,Blue,-,294,Black,Urban vs Rural Living,Housing Choices,Urban Development and Living,"If you were to choose a place to live, what kind of location would you prefer and why?  a place close to school  a place lose  to your family  a place close to a transportation hub (airport or bus terminal, etc.) "
294,Blue,-,295,Blue,Learning Methods,Lectures vs. Self-Study,Education,Some people think the best way to study is to attend a lecture. Others say that it’s better to read by yourself. Which way do you prefer and why?
295,Blue,-,296,Black,Workplace Dress Code,Formal vs. Casual,"Work, Career, and Professional Development","Should employees be required to wear suits in the workplace, or should they wear casual clothes? "
296,Blue,-,297,Black,Higher Education,Curriculum Development,Education,"If a foreign tourist visits your city, where would you take this tourist? •  a factory •  a university •  a museum Give reasons for your answer. "
297,Blue,-,298,Blue,Higher Education,Curriculum Development,"Recreation, Leisure, and Creative Pursuits","Between the following two places, where would you choose to live?  a big, new place but far from your workplace and/or university  a small, old place which is near your workplace and or university "
298,Blue,-,299,Black,Subject Interests,Educational Preferences,Financial Management and Economics,"Which of the following three subjects would you choose to learn? Math, painting, science. Explain what you want to learn from this subject. "
299,Blue,-,300,Black,Communication Methods,Email vs. Phone,Education,Do you prefer to use e-mails to communicate with your friends and family members or do you prefer to use the telephone?
300,Blue,-,301,Black,Community Service,Volunteer Options,Social Issues,"If you are asked by your teacher to do community service, which of the following would you choose? Explain why.  helping children with their homework  teaching adults to use the computer  cleaning city park "
301,Blue,-,302,Blue,Urban vs Rural Living,Housing Choices,Social Issues,"Do you prefer to live in an area that is noisy but close to shops or public transportation, or an area that is quiet but far away from shops and public transportation? "
302,Blue,-,303,Blue,Higher Education,Curriculum Development,Education,"Instead of printing books in paper version, the university decides to release only online version of textbooks. Do you agree or disagree with this change? "
303,Blue,-,304,Blue,Environmental Policies,Plastic Bag Usage,Environmental Sustainability and Conservation,"People are encouraged to use reusable bags and bring their own bags when going shopping, and there will be a fee imposed to plastic bags. Do you agree or disagree with this policy? "
304,Blue,-,305,Blue,Assignment Types,Group vs. Individual,Education,Now teachers tend to assign group assignments instead of individual assignments. Do you agree or disagree with this policy?
305,Blue,-,306,Blue,Exam Settings,In-class vs. Remote,Education,"Nowadays students usually take exams in the class, but some universities allow students to take exams at home. Which one do you prefer? "
306,Blue,-,307,Blue,Relocation,Moving for Opportunities,Lifestyle,"Nowadays, many people tend to move to a new city to work or study. Do you think it is a good idea? "
307,Blue,-,308,Blue,Academic Requirements,Reading Lists,Education,Some schools require students to finish a reading list during school breaks. Do you agree or disagree with this policy?
308,Blue,-,309,Blue,Technology in Classrooms,Laptop Policies,Technology and Innovation,Many schools do not allow students to take their laptop computers into the classroom. Do you agree or disagree with this policy?
309,Green,Independent,1.I,,Generations,Gaming Preferences,Social Issues,Do you agree or disagree with the following statement? The government should spend more money on improving access to the Internet than on public transportation.
310,Green,Independent,1.II,,Urban vs Rural Living,Housing Choices,Education,Do you agree or disagree with the following statement? Telephone has greater influence on people’s lives than television has.
311,Green,Independent,1.III,,University Curriculum,Humanities Importance,Education,Do you agree or disagree with the following statement? Most businesspeople are motivated only by the desire for more money.
312,Green,Independent,1.IV,,Lifestyle Choices,City Living,Urban Development and Living,You have long been friends with someone
313,Green,Independent,1.V,,Coping Mechanisms,Humor in Life,Lifestyle,"Do you agree or disagree with the following statement? Nowadays, people are too obsessed with buying or acquiring material things such as expensive clothes or cars because, they think that people around them will judge them based on what they possess."
314,Green,Independent,1.VI,,Parenting Challenges,Modern Family Dynamics,Family and Community,"For the students (aged 5-10), is it better to take a break for every one hour of instruction or let them focus on lessons for a longer period of time?"
315,Green,Independent,1.VII,,University Amenities,Cafe Design Preferences,Urban Development and Living,Some people believe because the consumption of sugar and salt is increasing government should increase taxes and use taxes in healthcare
316,Green,Independent,1.VIII,,Wildlife Conservation,Government Funding,Environmental Sustainability and Conservation,Luck plays the most important role in people's success
317,Green,Independent,1.IX,,Leadership Styles,Business Management,"Work, Career, and Professional Development",People nowadays tend to buy more products and travel more
318,Green,Independent,1.X,,Education Focus,Career Training,Education,Do you agree or disagree? Communication with professors and other students by a computer offers better advantages than traditional classes on campus college.
319,Green,Independent,2.I,,Workplace Behavior,Personal Communication,"Work, Career, and Professional Development",Do you agree or disagree with the following statement? Students who keep their rooms neat and organized will be more likely to succeed than students who do not.
320,Green,Independent,2.II,,Consumer Behavior,Price Negotiation,Financial Management and Economics,Do you agree or disagree with the following statement? Sports teach people lessons about life.
321,Green,Independent,2.III,,Sports Philosophy,Talent vs. Hard Work,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? Improving schools is the most important factor in the successful development of a country.
322,Green,Independent,2.IV,,Academic Communication,Teacher Preferences,Education,Do you agree or disagree? It is better to relax through watching a film and reading a book than doing physical exercises?
323,Green,Independent,2.V,,Social Preferences,Alone Time,Lifestyle,Which of the following is the most effective way for parents to get children (aged 3-6) ready for the start of the school? a
324,Green,Independent,2.VI,,Higher Education,Curriculum Development,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? All university students should be required to take at least one class that teaches the culture of a country other than their own.
325,Green,Independent,3.I,,Technology Impact,Social Connections,Technology and Innovation,Do you agree or disagree with the following statement? Advertising is the most important cause of unhealthy eating habits.
326,Green,Independent,3.II,,Student Life,Social Engagement,Education,Do you agree or disagree with the following statement? Young people should try several different jobs before they take a long-term career.
327,Green,Independent,3.III,,News Sources,Information Reliability,"Media, Communication, and Information",Do you agree or disagree with the following statement? Newspapers and magazines are the best ways to learn about a foreign country.
328,Green,Independent,3.IV,,Cultural Integration,Student Housing,Social Issues,Do you agree or disagree with the following statement? It is more important for students to understand ideas and concepts than it is for them to learn facts
329,Green,Independent,3.V,,Summer Activities,Student Choices,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? Drivers have to pay a fee for driving in busy city streets when there is a great amount of traffic.
330,Green,Independent,3.VI,,First Impressions,Social Observations,Social Issues,The government wants to invest money to develop open space
331,Green,Independent,4.I,,Vacation Spending,Budget Preferences,Financial Management and Economics,Do you agree or disagree with the following statement? A job with more vacation time but a low salary is better than a job with a high salary but less vacation time.
332,Green,Independent,4.II,,Student Engagement,Extra-curricular Activities,Education,Do you agree or disagree with the following statement? To remain happy and optimistic when you fail is more important than achieving success.
333,Green,Independent,4.III,,Teaching Ethics,Admitting Mistakes,Education,Do you agree or disagree with the following statement? The best way to improve the quality of education in a country is to increase teachers’ salaries.
334,Green,Independent,4.IV,,Workplace Culture,Non-work Activities,"Work, Career, and Professional Development","Nowadays, many movies or films are based on books"
335,Green,Independent,4.V,,University Speakers,Controversial Topics,Education,Do you agree or disagree with the following statement? It is better to stop reading and listening to the news for a period of a few days or weeks.
336,Green,Independent,4.VI,,Business Strategies,Social Media,"Work, Career, and Professional Development",Some people think that we should not limit the time students (6-12-year-old) spend on technology products
337,Green,Independent,5.I,,Corporate Responsibility,Social Programs,Social Issues,"Do you agree or disagree with the following statement? Professional athletes, such as football and basketball players, do not deserve the high salaries that they are paid."
338,Green,Independent,5.II,,Student Housing,Roommate Preferences,Education,"Do you agree or disagree with the following statement? Younger school children (aged five to ten) should be required to study art and music in addition to math, science, history and language."
339,Green,Independent,5.III,,Reading Habits,Book Choices,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the statement? People will spend less time cooking and preparing food in twenty years.
340,Green,Independent,5.IV,,Professional Wear,Fashion Importance,"Work, Career, and Professional Development","Do you agree or disagree? Rather than help children with their schoolwork, parents should encourage their children do their work independently."
341,Green,Independent,5.V,,Academic Feedback,Professor Evaluation,Education,Which one of the following do you prefer to do in order to find a successful job? a
342,Green,Independent,5.VI,,Honesty in Friendships,,Lifestyle,Which of the following do you think would be the most effective way that a teacher can use to make students more interested in classes?  Using more technological ways  Asking students to work in groups or teams  Explaining how the lessons have a connection to real-world
343,Green,Independent,6.I,,Competitive Activities,Parental Guidance,Lifestyle,Do you agree or disagree with the following statement? Students should not take part-time jobs while they are studying in universities.
344,Green,Independent,6.II,,Talent Management,Child Development,"Work, Career, and Professional Development",Do you agree or disagree with the following statement? Movies and TV programs made in one’s own country are more interesting than those made in other countries.
345,Green,Independent,6.III,,Personal Space,Room Decoration,Lifestyle," Do you agree or disagree with the following statement? Being creative, rather than planning carefully, helps people come up with the best solution to a problem."
346,Green,Independent,6.IV,,Entertainment Preferences,Performance Participation,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree? The way people dress is a good indication of his or her personality or character.
347,Green,Independent,6.V,,Exhibition Themes,Children's Interests,"Recreation, Leisure, and Creative Pursuits",A company wants to use money to help employees work better
348,Green,Independent,6.VI,,Music Education,Parental Influence,Education," Do you agree or disagree with the following statement? Primary school teachers should not give children (aged 5-10) assignments for more than 30 minutes, because there are enough lessons to learn in regular school classes."
349,Green,Independent,7.I,,Social Planning,Event Preparation,Social Issues,Do you agree or disagree with the following statement? Parents should allow children to make their own choices rather than determine their children’s future for them.
350,Green,Independent,7.II,,Altruism,Personal Happiness,Lifestyle,Do you agree or disagree with the following statement? Only movies that can teach us something about real life are worth watching.
351,Green,Independent,7.III,,Academic Integrity,University Policies,Education,Sometimes we are assigned to work in a group on a project
352,Green,Independent,7.IV,,Visitor Preferences,Surprise vs. Planned Visits,"Recreation, Leisure, and Creative Pursuits"," Do you agree or disagree with the following statement? If you do not make sure other people (especially influential people or your employers) know about your strengths and accomplishments, you will never get successful in life."
353,Green,Independent,7.V,,Teaching Difficulty,Educational Levels,Education," As a new teaching method, professors record a video (lecture) in advance for students to learn, and class time is used to answer questions, and have discussions"
354,Green,Independent,7.VI,,Success Ethics,Making Enemies,Lifestyle,Do you agree or disagree with the following statement? The most important goal of education is to teach people how to educate themselves.
355,Green,Independent,8.I,,Volunteer Work,Post-graduation Choices,Social Issues,Do you agree or disagree with the following statement? Children should only study or play and don’t have to do household chores.
356,Green,Independent,8.II,,Knowledge Acquisition,Media Choices,Education,Do you agree or disagree with the following statement? It is more important for the government to spend money on art museums and concert halls than on recreational facilities such as swimming pools and playgrounds.
357,Green,Independent,8.III,,Community Service,Volunteer Activities,Social Issues,Do you agree or disagree with the following statement? It is better to take a secure job with a low pay than to take a job with a high pay but is easy to lose
358,Green,Independent,8.IV,,Business Meetings,In-person vs. Virtual,"Work, Career, and Professional Development",A major that would allow him to finish years of study and get a degree sooner (so that he would begin to work full-time quickly)
359,Green,Independent,8.V,,Performance Under Pressure,Stress Management,Health and Well-being,Which one can make friendship stronger? Having a good time with your friend (Enjoy good time) Solving your problem with him or her (talk about problem) Supporting each other
360,Green,Independent,8.VI,,Government Investment,Priority Areas,Financial Management and Economics,Some people prefer to go and visit the tourist attractions where there are many people
361,Green,Independent,9.I,,School Calendar,Year-round Education,Education,"Do you agree or disagree with the following statement? In the busy and crowded world today, we should not expect people to be polite to each other."
362,Green,Independent,9.II,,Technology Learning,Instruction Methods,Technology and Innovation,Do you agree or disagree with the following statement? It was easier to achieve success in the past than it is today.
363,Green,Independent,9.III,,Budget Cuts,Club Funding,Financial Management and Economics,Do you agree or disagree with the following statement? Movies and televisions should always show audience that good people are rewarded and bad people are punished.
364,Green,Independent,9.IV,,Higher Education,Curriculum Development,Education,"Students of a university have a long break between university semesters; the university requires all students to do one of the following for one month during the break: Students must take a course on the subject that has no direct connection to their majors of study (For example, a student majoring in engineering may take course in fine arts or social science.) Students must volunteer to work in the university’s city or their hometowns to improve some aspects of life of the city or their own town"
365,Green,Independent,9.V,,Classroom Recording,Academic Policies,Education,"Imagine that you are going to visit a new city, which one of the following ways do you think is the best way to know the city in a short time?  Visiting historic sites  Going to shops and markets  Enjoying going to restaurants and spending time in café"
366,Green,Independent,9.VI,,Art Purposes,Life Guidance,"Recreation, Leisure, and Creative Pursuits",An elementary school intends to extend the science time for children aged 5-11 and reduce music and art time? What is your opinion?
367,Green,Independent,10.I,,Success Factors,Luck vs. Hard Work,Lifestyle,Do you agree or disagree with the following statement? It is often not a good idea to move to a new city or a new country because you will lose old friends.
368,Green,Independent,10.II,,Academic Interaction,Lecture Styles,Education,"Do you agree or disagree with the following statement? To achieve successful development of a country, a government should spend more money on young children’s education rather than on universities."
369,Green,Independent,10.III,,Health Promotion,Government Spending,Health and Well-being,You are helping to select a leader for a student organization or a group
370,Green,Independent,10.IV,,Celebrity Privacy,Public Interest,"Media, Communication, and Information",Do you agree or disagree with the following statement? It is better to hold a big party and invite many people to come than a small party where only a few close friends and family members are invited.
371,Green,Independent,10.V,,Urban Planning,Green Spaces,Urban Development and Living,Do you agree or disagree? People who always criticize others cannot be a member of a group.
372,Green,Independent,10.VI,,Charitable Donations,Preferred Causes,Social Issues,"Except for doing homework, parents should limit the use of electronic devices such as computers and mobile phones for children under the age of 13"
373,Green,Independent,11.I,,Vacation Styles,Spending Choices,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? It’s better to have rules about the type of clothing that people wear at schools or in their workplace.
374,Green,Independent,11.II,,Workplace Supervision,Management Styles,"Work, Career, and Professional Development","Do you agree or disagree with the following statement? People should buy things that are made in their own country, even if the price of these products is higher than that of the products made in other countries."
375,Green,Independent,11.III,,Project Management,Time Management,"Work, Career, and Professional Development",Do you agree or disagree with the following statement? The food we ate in the past was healthier than the food we eat today.
376,Green,Independent,11.IV,,Parenting Styles,Learning from Mistakes,Family and Community,Do you agree or disagree with the following statement? Visiting museums is the best way to learn about a country.
377,Green,Independent,11.V,,Children's Media Exposure,News Consumption,"Media, Communication, and Information",Your school wants to improve the quality of students' life in the dormitory
378,Green,Independent,11.VI,,Mathematics Education,Learning Environments,Education,"Do you agree or disagree with the following statement? In universities, people tend to be concerned more about the career prospect of the subjects they learn"
379,Green,Independent,12.I,,Parental Involvement,Student Privacy,Education,Do you agree or disagree with the following statement? Parents do not understand their children as well as parents did 50 years ago.
380,Green,Independent,12.II,,Travel Documentation,Memory Keeping,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? People would be happier with fewer possessions.
381,Green,Independent,12.III,,Pet Ownership,Children's Responsibilities,Family and Community,Do you agree or disagree with the following statement? People who move out of their native villages or towns are more successful and happier than people who stay in their native villages or towns.
382,Green,Independent,12.IV,,Pedestrian Safety,Mobile Phone Use,Health and Well-being,Do you agree or disagree? It is better to travel abroad to visit different countries when you are younger rather than when you are older.
383,Green,Independent,12.V,,Academic Scheduling,Class Timing,Education,Do you agree or disagree with the following statement? Professors should prohibit the use of devices that can connect to the internet in class.
384,Green,Independent,12.VI,,Academic Feedback,Communication Preferences,Education,"If you want to choose a purpose, which one do you choose? Helping other people Enhancing time management Improving physical well-being and eating healthy food"
385,Green,Independent,13.I,,Dietary Choices,University Cafeterias,Health and Well-being,Do you agree with the following statement? The government should support scientific research even if there’s no practical use.
386,Green,Independent,13.II,,Academic Independence,Teacher Supervision,Education,"Do you agree with the following statement? In order to succeed, you should be more like others than be different from everyone else?"
387,Green,Independent,13.III,,Communication Preferences,Messages vs. Calls,"Media, Communication, and Information",Do you agree or disagree? People nowadays are more willing to help other people (giving food or clothing) than in the past.
388,Green,Independent,13.IV,,Cosmetic Surgery,Appearance Changes,Health and Well-being,Do you agree or disagree with the following statement? The environmental issue is too complex to be handled by the individual.
389,Green,Independent,13.V,,Higher Education,Curriculum Development,Social Issues,A university recognized first-year students have poor study skills in its university
390,Green,Independent,13.VI,,Career Choices,Job Interests,"Work, Career, and Professional Development",Some modern agriculture methods damage the environment
391,Green,Independent,14.I,,Research Funding,University Priorities,Education,"Do you agree or disagree with the following statement? In a team, those who do not accept others’ criticism cannot succeed."
392,Green,Independent,14.II,,Land Use,Campus Development,Environmental Sustainability and Conservation,"Do you agree or disagree with the following statement? Children should only play sports for fun, not in competitions or contests."
393,Green,Independent,14.III,,Social Events,Cultural Activities,Social Issues,Do you agree or disagree with the following statement? All school teachers should be required to take courses every five years to update their knowledge.
394,Green,Independent,14.IV,,Physical Education,Sports Choices,Health and Well-being,"When you are assigned an important presentation for work or school, do you prefer to work on it right away so that you can work on it a little bit every day, or wait until you have a good idea about the presentation?"
395,Green,Independent,14.V,,News Interests,Current Events,"Media, Communication, and Information",Do you agree or disagree with the following statement? Governments should spend more money in support of the arts than in support of athletics such as state- sponsored Olympic teams
396,Green,Independent,14.VI,,Entertainment Choices,Student Television,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree with the following statement? Television advertising directed toward young children (aged two to five) should not be allowed
397,Green,Independent,15.I,,Academic Specialization,Course Selection,Education,Do you agree with the following statement? All high school students should take a course in basic economics.
398,Green,Independent,15.II,,Student Entertainment,Campus Activities,Education,Do you agree or disagree with the following statement? People holding different views cannot achieve success as a team.
399,Green,Independent,15.III,,Risk Taking,Age Differences,Lifestyle,"Some people have ambitious dreams and keep following them, but other people always focus on realistic goals and try to achieve them"
400,Green,Independent,15.IV,,Exam Preparation,Study Habits,Education,Do you agree or disagree with the following statement? Is it easier to become educated today than it was in the past?
401,Green,Independent,15.V,,Grading Criteria,Class Participation,Education,Do you agree or disagree with the following statement? A teacher’s ability to relate well with students is more important than excellent knowledge of the subject being taught
402,Green,Independent,15.VI,,Housing Choices,Cost vs. Proximity,Urban Development and Living,Do you agree or disagree with the following statement? Students are more influenced by their teachers than by their friends
403,Green,Independent,16.I,,University Selection,Cost vs. Reputation,Education,"Do you agree or disagree with the following statement? To solve present and future problems, it is necessary to understand the past."
404,Green,Independent,16.II,,Learning Methods,Exams vs. Projects,Education,"Do you agree or disagree with the following statement? If parents want their children to do well at school, they should limit the time their children spend on watching TV."
405,Green,Independent,16.III,,Presentation Styles,Academic Assignments,Education,Do you agree or disagree with the following statement? Printed books have had greater effects on society than televisions.
406,Green,Independent,16.IV,,Success Factors,Educational Opportunities,Lifestyle,Do you agree or disagree with the following statement? Young people nowadays do not respect their teachers as much as they did in the past.
407,Green,Independent,16.V,,Workplace Environment,Company Size,"Work, Career, and Professional Development","When you give money to charitable organizations, do you prefer to choose how the donation will be used (for example, donate money to be spent on food or service or advertisement for organizations) or leave the decision to the organizations?"
408,Green,Independent,16.VI,,Celebrity Influence,Role Models,"Media, Communication, and Information",Now children do not behave as well as the children did in the past
409,Green,Independent,17.I,,Teacher Experience,Educational Success,Education,Do you agree or disagree with the following statement: People can solve important problems by themselves or with the help from their family members so there’s no need for the government to help them.
410,Green,Independent,17.II,,Campus Improvements,Student Facilities,Urban Development and Living,Do you agree or disagree with the following statement? People should have hobbies and do physical activities that are very different from their own work.
411,Green,Independent,17.III,,Summer Jobs,Vacation Employment,"Recreation, Leisure, and Creative Pursuits",Imagine that a professor requires students to learn as much as possible about a subject in a short period of time
412,Green,Independent,17.IV,,Learning Technology,Educational Tools,Technology and Innovation,"Do you agree or disagree with the following statement? If we can’t say anything nice about someone, then we should not say anything about this person."
